Tipo_Ataque,Tasa_Ocurrencia (%),Vector_Infeccion,Nivel_Impacto (1-10),Tiempo_Recuperacion (horas),Costo_Recuperacion (USD)
Spyware,57,USB,3,9,3920
Virus,59,USB,6,48,4446
Rootkit,26,Sitio web comprometido,7,149,18867
Ransomware,16,Sitio web comprometido,8,433,19326
Rootkit,33,Sitio web comprometido,9,101,19139
Troyano,55,Ingeniería social,5,18,11733
Rootkit,6,Vulnerabilidad de red,9,178,6416
Ransomware,46,Vulnerabilidad de red,10,173,13715
Virus,39,Descarga de archivos,6,22,6413
Rootkit,22,USB,8,60,23574
Virus,50,Correo electrónico,5,44,2715
Rootkit,5,Vulnerabilidad de red,9,50,13720
Botnet,21,Vulnerabilidad de red,5,171,5417
Ataque DDoS,21,Ingeniería social,8,20,31751
Virus,73,Sitio web comprometido,7,35,700
Rootkit,31,Vulnerabilidad de red,8,146,24836
Rootkit,22,Vulnerabilidad de red,10,114,2665
Ransomware,13,Correo electrónico,10,289,42315
Phishing,74,Correo electrónico,4,19,8933
Ransomware,55,Descarga de archivos,8,312,44524
Adware,81,Correo electrónico,3,12,1847
Gusano (Worm),20,Correo electrónico,5,103,7535
Spyware,34,Sitio web comprometido,4,42,1072
Ransomware,30,Sitio web comprometido,10,200,48588
Ransomware,31,Descarga de archivos,7,397,20168
Virus,50,USB,4,59,4220
Troyano,64,Sitio web comprometido,7,113,15900
Rootkit,31,Sitio web comprometido,8,61,5908
Virus,47,USB,7,33,1726
Spyware,35,Descarga de archivos,5,56,1252
Phishing,66,Ingeniería social,4,23,9166
Troyano,42,Descarga de archivos,9,32,1783
Gusano (Worm),34,Vulnerabilidad de red,5,47,17888
Ataque DDoS,34,Vulnerabilidad de red,9,175,21093
Ataque DDoS,36,Vulnerabilidad de red,10,130,2041
Phishing,93,Correo electrónico,4,55,3925
Troyano,34,Ingeniería social,5,19,3848
Virus,80,USB,3,75,7435
Rootkit,8,Vulnerabilidad de red,9,74,4306
Phishing,96,Ingeniería social,4,76,4890
Adware,51,Correo electrónico,2,15,550
Ataque DDoS,36,Ingeniería social,5,125,18628
Phishing,41,Ingeniería social,6,54,4156
Botnet,40,Vulnerabilidad de red,9,88,17648
Spyware,28,Sitio web comprometido,3,36,4901
Ataque DDoS,60,Vulnerabilidad de red,6,61,23592
Ataque DDoS,31,Vulnerabilidad de red,6,122,5548
Ransomware,22,Sitio web comprometido,10,487,35856
Adware,81,Correo electrónico,1,17,1452
Phishing,85,Ingeniería social,8,85,10801
Adware,42,Descarga de archivos,3,17,959
Rootkit,27,Sitio web comprometido,7,168,22752
Virus,74,Correo electrónico,7,13,7108
Virus,36,Descarga de archivos,7,60,436
Gusano (Worm),59,Correo electrónico,8,78,18111
Troyano,61,Descarga de archivos,5,42,404
Phishing,94,Ingeniería social,8,19,13003
Ransomware,50,Sitio web comprometido,7,74,37618
Ataque DDoS,23,Ingeniería social,8,115,22198
Phishing,49,Ingeniería social,6,42,11836
Gusano (Worm),48,Correo electrónico,7,138,10540
Spyware,60,Descarga de archivos,7,16,4971
Virus,36,Correo electrónico,4,51,764
Ransomware,40,Correo electrónico,7,330,15045
Troyano,61,Sitio web comprometido,8,118,8157
Phishing,86,Correo electrónico,6,91,9479
Troyano,37,Sitio web comprometido,9,20,5471
Gusano (Worm),63,USB,7,46,888
Ransomware,30,Correo electrónico,7,151,25829
Phishing,44,Correo electrónico,5,95,12947
Spyware,50,Correo electrónico,5,43,1780
Troyano,61,Correo electrónico,7,67,753
Rootkit,23,USB,7,97,38878
Ransomware,25,Vulnerabilidad de red,9,379,43112
Virus,71,Correo electrónico,5,28,2935
Gusano (Worm),44,Sitio web comprometido,7,65,9680
Troyano,50,Ingeniería social,5,118,9877
Ataque DDoS,26,Ingeniería social,5,24,14579
Ransomware,33,Correo electrónico,8,309,45842
Phishing,79,Correo electrónico,5,25,1904
Phishing,48,Correo electrónico,8,74,11507
Virus,48,USB,5,44,4674
Ataque DDoS,45,Sitio web comprometido,10,28,31879
Phishing,64,Correo electrónico,6,79,9044
Rootkit,22,Vulnerabilidad de red,8,281,9864
Adware,84,Descarga de archivos,1,12,838
Gusano (Worm),36,Vulnerabilidad de red,6,148,9113
Virus,37,Descarga de archivos,3,41,7142
Spyware,24,Sitio web comprometido,6,21,4846
Spyware,44,Descarga de archivos,6,48,5245
Spyware,57,Sitio web comprometido,6,45,344
Adware,48,Descarga de archivos,1,12,1992
Botnet,40,Sitio web comprometido,7,41,5649
Adware,84,Correo electrónico,2,9,256
Phishing,44,Sitio web comprometido,5,37,667
Spyware,42,Descarga de archivos,6,48,476
Virus,43,Sitio web comprometido,4,34,7018
Botnet,23,Vulnerabilidad de red,8,98,14397
Phishing,75,Correo electrónico,5,99,4015
Troyano,31,Correo electrónico,8,97,2741
Botnet,46,Vulnerabilidad de red,8,61,12233
Adware,61,Descarga de archivos,4,3,1304
Phishing,86,Correo electrónico,8,59,1518
Virus,49,Sitio web comprometido,7,70,1401
Virus,69,Correo electrónico,7,80,5425
Adware,66,Descarga de archivos,3,9,674
Rootkit,6,Vulnerabilidad de red,10,191,19873
Phishing,59,Ingeniería social,6,14,12599
Ataque DDoS,27,Vulnerabilidad de red,5,94,11644
Ataque DDoS,36,Vulnerabilidad de red,8,149,34379
Spyware,23,Sitio web comprometido,6,43,5931
Phishing,83,Correo electrónico,6,63,10073
Phishing,49,Ingeniería social,6,19,13357
Ransomware,19,Correo electrónico,10,111,33709
Ransomware,42,Correo electrónico,7,91,30798
Ransomware,39,Descarga de archivos,9,426,41868
Rootkit,34,Sitio web comprometido,10,174,27347
Spyware,42,Descarga de archivos,7,26,3877
Botnet,48,Correo electrónico,8,53,8654
Ataque DDoS,38,Sitio web comprometido,5,135,7646
Adware,53,Sitio web comprometido,2,3,296
Ransomware,19,Correo electrónico,7,303,37009
Spyware,58,Sitio web comprometido,6,39,1624
Adware,58,Descarga de archivos,1,9,1000
Gusano (Worm),34,Vulnerabilidad de red,8,68,17319
Botnet,42,Vulnerabilidad de red,5,200,24303
Phishing,80,Ingeniería social,4,99,1537
Ransomware,13,Correo electrónico,7,60,24254
Ransomware,35,Correo electrónico,8,343,40866
Rootkit,24,Vulnerabilidad de red,10,181,11507
Ransomware,44,Correo electrónico,9,64,15706
Spyware,60,Descarga de archivos,5,28,3249
Ataque DDoS,30,Vulnerabilidad de red,5,29,4712
Gusano (Worm),47,Correo electrónico,8,132,2073
Virus,39,USB,4,23,4045
Virus,49,Correo electrónico,6,73,867
Ataque DDoS,35,Vulnerabilidad de red,6,26,33456
Gusano (Worm),31,Sitio web comprometido,7,148,989
Ransomware,42,Correo electrónico,7,479,9063
Ransomware,38,Correo electrónico,9,97,35228
Adware,74,Sitio web comprometido,1,14,1043
Adware,30,Descarga de archivos,2,3,846
Phishing,68,Correo electrónico,5,57,12439
Troyano,61,Sitio web comprometido,9,98,9200
Adware,50,Sitio web comprometido,3,5,1712
Adware,51,Sitio web comprometido,1,8,211
Troyano,62,Correo electrónico,7,41,14728
Phishing,49,Ingeniería social,5,40,2668
Virus,74,Correo electrónico,5,63,2018
Ataque DDoS,30,Sitio web comprometido,5,95,12034
Virus,70,Sitio web comprometido,7,29,2304
Botnet,21,Vulnerabilidad de red,8,52,1742
Ataque DDoS,40,Sitio web comprometido,9,157,1900
Virus,74,Descarga de archivos,7,24,7884
Virus,59,USB,7,31,1977
Adware,59,Sitio web comprometido,3,7,251
Botnet,21,Vulnerabilidad de red,6,187,23080
Adware,60,Sitio web comprometido,3,12,1366
Virus,47,USB,7,67,6896
Troyano,67,Ingeniería social,5,47,9349
Ataque DDoS,49,Sitio web comprometido,6,173,14976
Ransomware,40,Sitio web comprometido,8,313,19409
Spyware,39,Descarga de archivos,7,56,5308
Gusano (Worm),46,Sitio web comprometido,6,76,5716
Phishing,96,Correo electrónico,4,57,5808
Troyano,39,Correo electrónico,9,115,4505
Troyano,55,Sitio web comprometido,7,61,17279
Phishing,62,Ingeniería social,7,16,10132
Ataque DDoS,42,Vulnerabilidad de red,10,87,30761
Phishing,53,Correo electrónico,7,31,5759
Virus,32,Correo electrónico,4,79,6079
Adware,44,Sitio web comprometido,4,17,1553
Troyano,65,Ingeniería social,6,28,8281
Virus,66,Correo electrónico,5,72,670
Gusano (Worm),44,Sitio web comprometido,6,114,9013
Botnet,37,Vulnerabilidad de red,8,171,13432
Ataque DDoS,18,Sitio web comprometido,5,169,16559
Rootkit,35,Descarga de archivos,10,288,12212
Ransomware,23,Sitio web comprometido,9,425,9100
Gusano (Worm),20,USB,9,98,16026
Phishing,84,Ingeniería social,7,88,7771
Virus,36,USB,7,73,7234
Gusano (Worm),41,Vulnerabilidad de red,8,112,7612
Virus,81,Correo electrónico,4,6,5498
Botnet,32,Correo electrónico,8,194,19837
Botnet,43,Correo electrónico,9,144,3825
Spyware,43,Descarga de archivos,5,50,2857
Phishing,45,Ingeniería social,7,70,12584
Phishing,84,Correo electrónico,8,23,7891
Phishing,51,Ingeniería social,7,71,10974
Spyware,46,Sitio web comprometido,3,17,3641
Ataque DDoS,41,Vulnerabilidad de red,6,72,15403
Phishing,56,Correo electrónico,4,99,2127
Virus,34,Descarga de archivos,6,13,1004
Ransomware,22,Descarga de archivos,7,137,23671
Ataque DDoS,21,Vulnerabilidad de red,9,76,27258
Ataque DDoS,26,Vulnerabilidad de red,10,170,25537
Virus,53,Descarga de archivos,3,21,4840
Adware,49,Correo electrónico,3,12,1044
Adware,52,Sitio web comprometido,1,4,1763
Phishing,86,Correo electrónico,6,58,6082
Rootkit,23,Sitio web comprometido,7,87,36119
Adware,41,Sitio web comprometido,1,10,844
Ataque DDoS,60,Vulnerabilidad de red,6,97,34190
Virus,72,USB,5,12,1875
Virus,51,Sitio web comprometido,4,7,7393
Ransomware,15,Sitio web comprometido,10,267,42554
Troyano,31,Ingeniería social,5,41,11771
Ataque DDoS,59,Ingeniería social,7,55,21862
Gusano (Worm),63,USB,9,38,19044
Ransomware,25,Descarga de archivos,8,201,49659
Virus,79,USB,6,31,6998
Spyware,56,Sitio web comprometido,6,12,3485
Spyware,44,Descarga de archivos,3,41,3754
Spyware,54,Descarga de archivos,7,54,5264
Phishing,86,Correo electrónico,4,29,4488
Ransomware,21,Sitio web comprometido,9,135,31526
Virus,83,USB,7,39,5499
Troyano,34,Correo electrónico,7,97,11330
Ransomware,41,Correo electrónico,10,227,8281
Phishing,87,Correo electrónico,6,11,7724
Adware,67,Sitio web comprometido,4,16,716
Ransomware,15,Vulnerabilidad de red,9,147,27534
Ataque DDoS,33,Vulnerabilidad de red,6,165,21418
Virus,42,Descarga de archivos,3,6,3937
Troyano,29,Sitio web comprometido,8,50,5297
Gusano (Worm),31,Vulnerabilidad de red,6,73,7239
Adware,53,Sitio web comprometido,3,18,1207
Adware,65,Correo electrónico,1,4,1769
Phishing,60,Ingeniería social,8,100,5140
Adware,48,Descarga de archivos,2,3,644
Ataque DDoS,37,Sitio web comprometido,9,148,23987
Spyware,29,Sitio web comprometido,4,16,3843
Ransomware,15,Sitio web comprometido,7,407,35952
Ransomware,45,Correo electrónico,9,167,48987
Phishing,96,Correo electrónico,5,12,4387
Ataque DDoS,55,Ingeniería social,10,109,9711
Troyano,33,Descarga de archivos,9,24,10268
Adware,38,Descarga de archivos,4,13,100
Botnet,39,Correo electrónico,9,29,24231
Gusano (Worm),37,Vulnerabilidad de red,5,78,1824
Spyware,26,Descarga de archivos,7,11,473
Adware,78,Sitio web comprometido,3,10,305
Troyano,57,Ingeniería social,7,113,2431
Spyware,49,Sitio web comprometido,5,34,4253
Spyware,25,Descarga de archivos,6,14,3671
Troyano,34,Ingeniería social,6,69,8722
Gusano (Worm),20,Vulnerabilidad de red,6,31,5437
Ataque DDoS,27,Ingeniería social,7,68,19258
Botnet,33,Vulnerabilidad de red,5,23,17618
Spyware,34,USB,6,24,4903
Botnet,43,Descarga de archivos,5,63,3722
Ataque DDoS,20,Vulnerabilidad de red,10,77,23184
Phishing,99,Correo electrónico,7,74,902
Botnet,11,Vulnerabilidad de red,8,138,9719
Botnet,15,Sitio web comprometido,8,80,12210
Virus,83,USB,7,61,3372
Phishing,56,Correo electrónico,6,10,9324
Troyano,67,Sitio web comprometido,6,25,12034
Phishing,80,Ingeniería social,6,15,12028
Botnet,41,Sitio web comprometido,6,153,3651
Spyware,56,Sitio web comprometido,6,29,5786
Phishing,82,Ingeniería social,8,40,805
Ransomware,31,Correo electrónico,9,185,32277
Troyano,59,Correo electrónico,8,94,16542
Ataque DDoS,20,Ingeniería social,7,180,22353
Spyware,58,USB,3,47,352
Ransomware,41,Sitio web comprometido,10,287,21587
Phishing,78,Ingeniería social,8,55,6547
Virus,46,Sitio web comprometido,6,20,1018
Botnet,24,Descarga de archivos,9,114,11616
Spyware,32,Descarga de archivos,7,30,1616
Adware,40,Correo electrónico,1,14,1107
Troyano,32,Descarga de archivos,6,63,3835
Virus,31,USB,4,75,2244
Gusano (Worm),51,Correo electrónico,9,58,3921
Phishing,73,Correo electrónico,4,98,11280
Adware,55,Descarga de archivos,3,17,1547
Troyano,44,Sitio web comprometido,6,73,10550
Spyware,56,Correo electrónico,5,26,1848
Troyano,42,Sitio web comprometido,6,23,8240
Ataque DDoS,50,Sitio web comprometido,5,37,26149
Gusano (Worm),30,Vulnerabilidad de red,9,121,16254
Spyware,29,Descarga de archivos,4,17,5859
Phishing,54,Ingeniería social,4,8,4859
Spyware,20,Sitio web comprometido,3,35,3398
Ataque DDoS,60,Vulnerabilidad de red,8,95,5783
Adware,44,Descarga de archivos,3,3,1200
Botnet,30,Vulnerabilidad de red,8,71,3234
Phishing,44,Ingeniería social,4,68,10076
Phishing,56,Correo electrónico,8,68,10727
Gusano (Worm),51,USB,7,41,7006
Ransomware,24,Descarga de archivos,8,206,48918
Gusano (Worm),55,Vulnerabilidad de red,6,132,8948
Ransomware,19,Correo electrónico,7,105,37632
Virus,73,Correo electrónico,6,17,6742
Phishing,41,Ingeniería social,7,12,11944
Troyano,26,Sitio web comprometido,8,19,8791
Ransomware,25,Vulnerabilidad de red,10,329,49682
Spyware,52,USB,7,8,4222
Adware,44,Descarga de archivos,4,6,135
Troyano,49,Descarga de archivos,7,23,17514
Gusano (Worm),27,USB,6,15,18062
Troyano,36,Correo electrónico,6,45,7908
Botnet,41,Descarga de archivos,7,137,12229
Virus,43,Correo electrónico,3,19,4981
Spyware,20,Descarga de archivos,4,48,3662
Virus,67,USB,7,24,801
Rootkit,24,Vulnerabilidad de red,9,205,5793
Virus,32,Correo electrónico,5,62,850
Adware,83,Sitio web comprometido,3,20,262
Spyware,42,Sitio web comprometido,6,5,3312
Ataque DDoS,46,Vulnerabilidad de red,10,161,4120
Troyano,31,Descarga de archivos,9,93,15221
Spyware,41,Correo electrónico,3,17,2832
Phishing,97,Ingeniería social,7,51,11304
Adware,49,Descarga de archivos,1,9,1017
Phishing,90,Correo electrónico,5,62,1302
Rootkit,32,Descarga de archivos,9,152,15411
Rootkit,24,Sitio web comprometido,7,252,3366
Gusano (Worm),40,Vulnerabilidad de red,8,149,13367
Botnet,42,Vulnerabilidad de red,7,37,17632
Adware,53,Descarga de archivos,4,17,1435
Phishing,68,Ingeniería social,7,89,9955
Gusano (Worm),22,Sitio web comprometido,8,43,799
Ransomware,34,Vulnerabilidad de red,8,380,14135
Ransomware,22,Descarga de archivos,10,78,10854
Gusano (Worm),31,Vulnerabilidad de red,5,72,8371
Troyano,37,Correo electrónico,5,33,2182
Ransomware,44,Correo electrónico,8,234,49794
Ataque DDoS,45,Ingeniería social,9,70,32212
Ataque DDoS,54,Ingeniería social,10,130,21145
Botnet,32,Vulnerabilidad de red,6,56,18469
Spyware,56,USB,7,4,983
Rootkit,8,Vulnerabilidad de red,7,175,23322
Phishing,83,Ingeniería social,6,62,12550
Botnet,44,Vulnerabilidad de red,9,108,1896
Rootkit,14,Vulnerabilidad de red,8,273,38787
Ransomware,46,Correo electrónico,9,406,14463
Troyano,50,Sitio web comprometido,7,69,16223
Adware,90,Sitio web comprometido,3,13,989
Virus,49,Correo electrónico,6,49,591
Spyware,58,Descarga de archivos,6,22,1534
Adware,61,Correo electrónico,3,2,1734
Ransomware,14,Sitio web comprometido,9,78,37655
Adware,83,Correo electrónico,1,8,1265
Ataque DDoS,33,Vulnerabilidad de red,7,29,22870
Troyano,42,Correo electrónico,9,35,10121
Virus,39,Correo electrónico,6,27,5455
Rootkit,9,Vulnerabilidad de red,8,244,2395
Adware,63,Sitio web comprometido,3,19,1741
Adware,38,Sitio web comprometido,2,17,1403
Phishing,91,Ingeniería social,8,20,934
Ransomware,21,Vulnerabilidad de red,9,95,33742
Ransomware,43,Correo electrónico,8,246,19281
Ransomware,12,Correo electrónico,10,49,28700
Botnet,23,Vulnerabilidad de red,9,39,851
Virus,35,USB,7,59,7057
Phishing,90,Ingeniería social,4,95,8896
Botnet,38,Descarga de archivos,8,62,11394
Ransomware,27,Sitio web comprometido,10,136,9486
Virus,55,Correo electrónico,5,77,7301
Botnet,34,Vulnerabilidad de red,9,150,4798
Phishing,65,Correo electrónico,7,36,4438
Adware,65,Correo electrónico,4,3,1989
Botnet,16,Vulnerabilidad de red,8,16,6047
Troyano,45,Sitio web comprometido,8,64,16170
Ransomware,16,Vulnerabilidad de red,8,374,27073
Rootkit,34,USB,10,156,17882
Gusano (Worm),45,Vulnerabilidad de red,5,131,18016
Ataque DDoS,53,Vulnerabilidad de red,7,169,16859
Gusano (Worm),48,Sitio web comprometido,5,116,2206
Phishing,41,Correo electrónico,8,25,9060
Adware,86,Descarga de archivos,3,11,347
Virus,59,Sitio web comprometido,3,74,715
Ataque DDoS,21,Sitio web comprometido,5,50,26326
Botnet,43,Correo electrónico,7,116,11101
Virus,82,Correo electrónico,4,70,1759
Ransomware,12,Correo electrónico,7,66,49321
Virus,46,Correo electrónico,3,26,3575
Ransomware,17,Vulnerabilidad de red,7,379,8128
Ransomware,45,Correo electrónico,9,306,27328
Ransomware,24,Vulnerabilidad de red,10,118,49409
Gusano (Worm),44,Correo electrónico,9,133,16306
Ataque DDoS,26,Vulnerabilidad de red,5,69,23392
Ataque DDoS,20,Sitio web comprometido,6,11,25240
Rootkit,20,Vulnerabilidad de red,9,55,26009
Ransomware,41,Sitio web comprometido,7,384,19899
Troyano,43,Sitio web comprometido,8,107,16977
Phishing,58,Sitio web comprometido,6,49,11877
Rootkit,5,Descarga de archivos,10,105,9516
Phishing,69,Correo electrónico,8,70,11130
Troyano,26,Ingeniería social,7,41,9440
Spyware,45,Descarga de archivos,6,48,5547
Rootkit,25,Vulnerabilidad de red,10,244,19299
Virus,40,Descarga de archivos,7,66,6672
Ataque DDoS,34,Sitio web comprometido,8,107,11452
Troyano,31,Correo electrónico,6,82,3997
Ataque DDoS,47,Vulnerabilidad de red,5,54,10922
Botnet,11,Vulnerabilidad de red,9,166,9276
Ransomware,53,Correo electrónico,9,382,47496
Phishing,47,Sitio web comprometido,6,38,11834
Ataque DDoS,52,Vulnerabilidad de red,6,50,7562
Ataque DDoS,19,Vulnerabilidad de red,7,66,25303
Botnet,16,Vulnerabilidad de red,7,179,8374
Phishing,63,Correo electrónico,7,23,4238
Ransomware,41,Correo electrónico,9,300,33070
Spyware,22,USB,4,60,1449
Phishing,75,Ingeniería social,4,51,1195
Phishing,72,Ingeniería social,5,61,4780
Ataque DDoS,55,Vulnerabilidad de red,10,74,31718
Phishing,82,Correo electrónico,8,15,5532
Gusano (Worm),23,Vulnerabilidad de red,8,60,6133
Phishing,78,Correo electrónico,6,59,11581
Phishing,80,Correo electrónico,5,30,12926
Botnet,32,Correo electrónico,8,182,15972
Adware,58,Sitio web comprometido,2,6,711
Ataque DDoS,52,Vulnerabilidad de red,6,42,7786
Ransomware,29,Descarga de archivos,8,193,41784
Botnet,38,Vulnerabilidad de red,7,95,20297
Spyware,43,Descarga de archivos,4,9,2934
Ransomware,31,Descarga de archivos,10,180,8462
Spyware,38,Sitio web comprometido,4,51,5894
Adware,88,Descarga de archivos,1,10,595
Spyware,41,Correo electrónico,6,28,2748
Rootkit,5,Descarga de archivos,9,40,19293
Adware,79,Descarga de archivos,1,7,1602
Adware,45,Descarga de archivos,1,2,718
Gusano (Worm),52,USB,9,93,14775
Adware,58,Sitio web comprometido,2,15,1372
Virus,34,Correo electrónico,4,6,6297
Ransomware,42,Sitio web comprometido,7,371,10505
Botnet,35,Descarga de archivos,6,70,9861
Gusano (Worm),63,Vulnerabilidad de red,9,112,11554
Spyware,52,Sitio web comprometido,6,12,1952
Adware,46,Correo electrónico,3,11,991
Phishing,41,Sitio web comprometido,6,32,13980
Phishing,43,Sitio web comprometido,5,31,2357
Troyano,45,Ingeniería social,9,58,15403
Phishing,60,Ingeniería social,6,18,8242
